町丁目,総世帯数,総人口,総男,総女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
井草一丁目,2567,4683,2244,2439,36,31,26,25,22,21,21,15,21,17,15,19,16,17,23,8,16,18,14,20,12,15,17,10,18,20,8,26,12,11,12,18,14,9,10,13,16,10,14,11,18,22,17,33,20,31,26,38,27,39,49,43,41,50,66,54,50,75,50,56,50,51,48,55,39,41,38,42,37,41,34,40,32,38,33,37,36,43,39,28,32,29,35,33,25,36,34,34,33,37,39,24,22,27,31,25,38,35,31,46,29,35,47,40,42,22,34,31,38,28,41,32,24,22,18,31,19,24,21,28,24,35,15,24,32,27,25,20,24,18,21,21,10,15,17,19,25,19,21,27,16,16,27,20,27,17,23,24,26,31,21,25,15,17,12,18,17,17,15,17,11,18,12,15,5,12,3,14,8,10,11,14,9,19,13,18,6,11,2,15,5,11,5,11,5,7,3,3,1,6,3,6,1,3,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井草二丁目,2952,6008,2918,3090,19,22,19,21,21,18,22,30,22,21,23,26,22,27,21,25,24,30,43,16,25,18,42,30,39,36,51,40,33,37,37,46,31,41,38,30,37,26,35,37,23,35,24,39,42,48,35,33,43,56,30,37,31,37,38,51,39,43,46,55,35,38,29,35,42,40,25,38,35,29,43,43,32,34,50,44,36,36,42,42,42,46,31,37,42,36,46,49,43,55,37,64,56,58,65,70,55,65,59,58,53,56,58,66,75,67,53,47,49,52,62,42,40,40,48,39,38,46,36,34,39,31,36,33,39,24,23,25,31,38,25,18,16,24,27,25,30,22,26,20,22,28,22,18,22,22,29,26,21,36,23,24,15,17,12,24,14,22,15,26,18,11,18,18,11,17,10,9,8,16,10,11,8,13,7,13,7,12,6,9,7,8,1,7,1,5,1,8,1,3,2,0,1,3,1,3,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井草三丁目,1598,2601,1216,1385,9,5,12,10,7,11,10,7,6,6,10,5,8,8,10,7,10,5,13,9,6,8,5,10,14,9,9,5,8,4,5,8,10,9,8,6,17,14,16,12,22,20,11,14,26,23,20,19,19,20,12,19,12,27,16,28,11,25,16,21,14,15,20,21,20,20,24,27,20,23,12,21,14,21,17,20,21,22,19,19,11,22,19,23,19,18,27,15,23,22,22,16,17,11,25,25,24,27,15,18,21,23,18,20,20,17,23,18,16,24,18,19,13,14,18,14,16,8,10,18,11,15,7,14,12,12,16,15,12,7,7,10,13,13,12,9,11,8,6,15,15,13,12,15,16,11,16,15,14,22,14,16,7,13,13,15,7,15,9,12,6,8,6,12,15,17,6,11,5,15,6,5,4,15,2,15,2,12,4,3,5,9,2,10,3,4,2,10,1,6,1,5,2,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井草四丁目,1211,1914,909,1005,9,7,9,11,7,9,11,5,6,5,10,9,6,10,3,7,8,6,4,9,6,5,6,6,9,7,7,7,10,5,9,4,7,4,5,7,7,3,10,8,5,8,9,9,12,7,12,15,10,11,8,11,12,10,12,14,9,9,17,14,19,13,6,10,12,11,8,17,13,10,19,15,15,21,24,16,17,15,9,14,14,8,10,14,12,13,18,18,19,16,13,11,15,14,11,13,17,21,16,19,8,8,14,13,12,11,16,7,13,19,13,20,8,8,16,9,11,16,14,12,8,19,10,7,18,12,7,7,10,5,9,11,11,12,11,11,9,7,5,10,9,10,9,6,10,16,6,10,6,8,4,12,15,11,4,7,7,6,3,9,9,12,5,18,6,9,2,7,7,17,2,14,8,20,4,5,7,9,5,5,3,9,3,4,4,3,1,7,0,5,1,4,1,3,1,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
井草五丁目,1136,2003,989,1014,8,18,9,8,13,7,2,8,3,7,9,10,5,11,8,7,8,6,10,3,6,12,6,10,9,6,7,8,8,5,6,9,7,5,5,7,8,8,8,6,6,6,10,11,9,10,10,14,14,12,11,13,19,15,17,16,10,22,11,10,19,17,11,13,20,19,16,17,16,13,25,12,12,13,11,15,15,18,15,19,13,11,16,11,15,21,27,19,14,17,16,15,17,18,10,14,12,14,18,13,18,13,13,16,21,18,21,13,9,22,17,12,8,10,24,13,17,16,10,10,11,14,13,8,11,10,7,2,11,9,11,11,12,10,12,8,8,9,6,8,17,9,11,9,11,11,9,9,12,9,12,10,7,7,8,10,4,11,3,9,6,7,7,8,6,6,6,7,4,12,5,6,5,10,4,4,3,6,4,2,2,3,2,7,0,2,0,3,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下井草一丁目,1848,3255,1604,1651,14,8,10,7,6,8,13,14,9,12,13,13,5,21,16,11,16,9,10,16,10,14,11,8,14,10,9,10,9,9,6,8,10,10,8,14,12,10,13,11,14,14,12,19,15,17,22,23,23,29,20,25,34,32,23,24,26,34,28,22,21,34,35,27,20,26,28,24,31,19,28,30,24,27,24,13,23,19,29,30,24,20,31,22,33,27,40,28,25,18,25,23,29,31,27,28,25,26,28,30,22,12,21,22,24,21,26,27,20,16,25,18,19,14,18,22,30,23,24,17,16,14,20,16,13,23,19,12,17,17,18,17,12,22,18,12,17,12,18,17,13,19,5,13,14,26,17,21,22,25,14,21,11,9,5,12,13,20,11,11,13,11,8,11,12,11,6,14,15,14,4,12,5,7,8,14,2,12,10,12,0,8,7,7,6,2,0,8,1,3,1,3,1,3,1,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下井草二丁目,2161,4111,1995,2116,14,16,14,21,15,15,18,13,12,15,16,16,17,12,16,11,18,14,19,13,15,12,15,19,22,20,20,17,9,23,19,12,15,16,19,21,11,19,30,22,17,25,16,17,23,25,25,26,35,28,33,30,25,26,32,33,30,28,36,30,29,26,24,24,31,28,27,23,24,26,20,32,34,32,31,25,30,34,40,28,28,38,21,32,32,32,33,31,38,31,31,29,40,30,32,31,39,43,30,53,28,31,29,38,34,48,31,26,44,31,33,35,16,32,53,33,23,15,20,32,16,24,16,15,21,21,26,22,20,20,20,13,17,14,17,16,16,17,13,19,21,22,20,18,27,25,14,22,25,27,25,24,10,16,10,14,10,22,9,29,18,21,17,22,13,12,9,11,6,9,7,15,8,13,4,11,6,9,5,12,6,4,3,6,3,5,2,4,2,1,1,4,0,3,0,5,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下井草三丁目,2582,4773,2269,2504,13,16,24,26,18,17,17,28,21,12,20,21,25,21,26,16,28,12,11,23,14,19,13,16,17,18,16,19,19,21,15,18,21,16,18,10,19,19,20,16,28,24,19,33,24,39,46,44,48,41,42,37,27,43,42,38,40,42,37,35,27,43,28,31,32,50,31,40,25,34,39,39,37,37,27,29,34,41,53,35,26,36,34,35,42,36,34,34,35,39,33,34,40,31,38,53,40,46,36,21,26,42,33,46,35,30,34,29,27,31,44,42,23,31,32,39,26,31,29,23,33,27,36,27,29,42,31,28,21,21,24,23,18,22,17,27,29,21,18,16,24,21,20,22,15,17,14,22,27,29,13,26,15,13,16,17,18,22,20,26,10,13,17,13,11,18,11,15,9,13,4,18,13,20,2,18,5,6,5,10,4,21,2,4,1,7,2,12,2,7,2,4,1,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下井草四丁目,1995,3715,1778,1937,13,9,9,16,15,11,14,19,18,12,10,11,17,19,15,17,17,13,21,15,15,19,22,15,15,24,21,20,18,15,18,19,14,12,16,9,13,17,18,13,21,15,17,21,14,22,22,35,23,31,28,35,29,23,23,23,29,26,23,27,25,23,20,13,14,24,19,26,27,25,23,34,23,31,36,35,30,24,19,32,41,25,29,26,28,30,34,25,31,24,38,29,30,24,22,29,20,36,34,23,28,25,22,26,33,29,28,25,20,26,23,18,18,18,19,29,23,30,22,23,35,27,18,20,13,21,21,17,20,18,22,24,12,11,23,21,15,15,18,18,13,13,18,21,12,26,18,14,18,22,18,23,10,15,16,16,12,21,19,11,17,15,8,14,7,13,3,16,9,17,7,16,6,17,10,15,5,11,8,15,6,11,3,13,2,9,2,10,3,10,0,3,3,1,0,2,0,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
下井草五丁目,1469,2478,1174,1304,4,8,12,11,10,10,13,8,11,14,8,7,16,7,13,11,6,10,6,11,11,4,11,13,6,9,4,7,8,8,6,7,9,8,5,7,9,5,13,11,8,9,16,7,10,18,17,30,12,14,20,16,12,24,22,18,19,24,18,21,15,29,23,20,12,19,23,30,20,16,23,26,21,19,11,15,22,18,18,24,25,18,17,21,22,19,17,23,18,20,19,27,17,9,14,16,21,19,18,16,24,19,20,16,14,18,17,15,14,21,16,14,16,16,20,22,18,18,19,13,17,17,12,11,13,12,12,12,11,12,16,12,7,14,10,10,12,17,15,13,10,10,5,12,11,15,14,13,10,14,14,20,8,5,8,7,9,7,8,19,7,8,6,15,6,5,1,3,5,13,4,7,5,11,2,9,4,11,5,10,6,4,1,6,3,3,1,4,1,0,2,6,0,0,2,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上井草一丁目,1945,3613,1718,1895,15,12,9,14,13,13,12,10,23,17,15,13,13,13,20,16,10,16,13,16,13,14,11,20,15,20,18,13,19,14,14,22,17,17,16,16,15,11,15,6,12,15,21,12,19,13,18,27,22,30,14,30,26,23,27,37,21,30,18,24,24,28,26,22,19,29,25,22,22,29,29,25,31,30,23,25,15,21,25,24,39,28,33,28,22,26,30,32,29,20,24,24,29,30,24,40,30,40,41,33,22,38,30,31,29,31,29,27,41,38,24,23,19,24,23,15,32,26,9,22,13,19,13,16,23,18,21,21,16,21,20,16,12,22,23,10,16,18,13,21,23,10,20,17,21,25,25,23,19,27,18,24,11,12,3,5,14,15,11,20,7,13,7,12,12,14,9,14,9,6,9,13,7,13,9,11,3,7,3,10,4,9,0,10,5,5,0,7,1,10,3,5,1,5,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上井草二丁目,2701,5185,2514,2671,15,16,20,12,17,19,22,19,18,22,18,18,19,16,25,21,22,19,18,15,9,10,29,21,17,24,22,26,27,18,24,17,26,18,22,19,32,20,24,17,28,23,20,32,35,37,30,40,31,30,32,48,42,40,35,35,40,38,27,26,28,38,28,29,26,34,28,35,36,30,31,27,41,30,38,37,36,33,32,42,26,42,33,38,42,43,40,29,43,33,39,34,33,48,39,36,47,43,41,45,42,55,47,51,48,50,35,32,29,44,57,32,40,42,49,29,28,42,33,32,38,37,39,40,33,39,26,22,36,30,41,29,38,23,25,30,22,21,21,30,27,25,15,18,30,29,25,34,26,38,28,35,14,8,19,13,11,27,21,22,11,32,7,19,11,19,12,22,9,17,6,17,9,12,10,19,7,21,10,18,3,7,5,12,4,15,1,9,4,7,5,4,1,4,1,4,2,3,0,2,0,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上井草三丁目,1923,4075,2007,2068,15,13,19,18,12,14,18,17,23,25,17,20,19,20,28,32,17,23,20,27,26,15,22,14,27,16,26,14,17,17,22,23,19,20,20,16,16,23,33,26,27,25,34,25,25,20,28,29,32,29,24,35,22,20,12,18,21,25,21,28,15,27,31,21,13,18,22,26,22,31,23,23,30,29,26,26,32,26,27,32,28,34,27,29,29,31,33,37,36,41,31,25,46,38,26,36,38,37,37,26,35,35,34,33,41,34,36,39,30,32,34,32,26,29,34,22,34,28,19,28,25,19,21,24,26,20,21,15,19,14,10,13,19,20,22,16,19,20,14,17,17,18,15,23,16,18,21,21,21,17,23,19,10,17,12,11,11,15,13,18,13,21,17,14,14,11,8,12,8,14,9,6,5,11,5,10,5,10,4,14,3,9,0,4,1,4,1,5,1,7,0,4,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
上井草四丁目,1352,2952,1409,1543,11,12,17,12,23,10,11,17,16,19,8,11,22,15,9,14,13,14,15,13,16,11,16,19,11,9,14,18,14,12,15,19,16,17,20,13,19,8,15,16,19,24,18,9,10,18,15,16,11,17,19,22,18,22,12,21,15,15,20,18,18,18,21,21,10,12,16,16,21,13,18,25,23,21,17,15,14,17,24,18,19,12,12,25,20,17,24,28,24,23,21,24,17,22,18,23,24,27,30,27,31,22,23,21,22,21,15,32,23,19,22,26,19,23,28,24,26,21,17,23,18,17,22,18,19,20,11,14,15,15,14,12,14,8,11,17,18,15,15,8,9,11,12,14,16,21,14,18,13,21,18,18,5,10,8,11,9,15,8,14,10,6,8,16,9,8,7,9,5,9,0,7,5,10,4,5,1,9,2,13,1,6,1,9,2,7,4,7,0,10,1,3,3,5,0,2,1,2,1,1,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
善福寺一丁目,2014,4064,1901,2163,14,13,15,14,8,16,19,19,16,17,15,14,23,20,22,20,18,13,14,27,17,19,14,18,16,19,20,17,25,17,16,17,10,10,10,13,14,19,13,18,15,31,19,31,14,25,23,22,27,31,26,27,14,27,26,20,20,22,15,25,22,22,18,18,20,15,24,26,22,34,23,23,34,31,31,32,24,33,33,35,30,29,35,51,27,42,38,25,36,31,26,26,28,38,37,34,25,40,33,33,24,28,39,33,26,35,31,35,36,26,39,33,25,31,23,33,29,22,23,23,20,16,27,30,24,30,29,20,29,31,18,26,21,20,15,23,21,16,15,22,23,15,18,13,18,31,17,27,28,29,18,20,11,16,14,11,16,26,22,16,17,26,16,18,10,15,5,12,9,15,10,15,11,20,8,12,6,8,7,9,4,5,3,14,4,9,4,7,1,3,1,7,1,2,1,2,0,4,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
善福寺二丁目,1908,3833,1771,2062,7,13,14,12,17,29,14,16,24,20,19,19,13,19,12,15,14,22,15,13,18,15,20,18,17,13,12,13,9,12,17,18,12,12,18,13,21,33,11,41,23,38,12,43,15,36,17,21,19,21,23,16,13,30,12,23,13,23,8,12,18,18,25,18,24,26,23,29,22,32,23,27,17,39,29,23,35,31,21,22,32,31,23,26,23,18,24,34,33,22,33,26,30,25,30,22,25,37,29,32,34,28,33,36,35,34,26,34,31,29,29,35,24,31,32,29,33,33,43,34,19,29,16,18,29,17,28,31,17,25,20,25,14,14,20,15,21,14,18,18,17,13,11,17,16,18,10,15,25,22,22,22,6,16,10,24,10,15,14,19,17,18,10,16,10,20,11,10,9,15,12,16,9,8,12,10,7,14,4,9,7,6,8,8,4,9,3,9,3,3,0,5,2,1,1,3,0,1,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
善福寺三丁目,977,2039,947,1092,5,4,7,5,8,2,4,10,7,11,6,8,9,12,9,7,9,10,7,11,10,4,11,15,5,10,6,14,13,10,7,6,7,7,9,7,10,7,11,7,6,10,9,11,7,8,8,6,8,14,10,13,11,10,14,8,5,13,5,9,9,10,12,9,6,8,7,16,12,12,9,14,10,14,14,13,12,17,14,12,13,15,18,14,11,17,11,15,16,8,14,20,21,16,12,15,12,16,15,13,16,19,16,18,16,19,18,20,11,18,19,15,16,18,11,14,14,13,15,10,17,20,17,9,15,18,10,15,11,14,9,12,15,9,18,13,7,7,8,12,5,12,5,13,10,19,18,17,9,20,15,14,14,12,11,10,6,6,11,10,7,8,15,9,5,16,5,10,5,6,7,12,4,8,6,8,5,5,7,5,1,10,0,5,1,3,2,4,1,5,0,3,1,2,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
善福寺四丁目,1045,2322,1122,1200,8,7,8,8,6,5,10,8,6,13,6,13,14,10,16,5,7,8,13,15,9,3,9,13,13,11,8,10,16,15,18,16,16,15,9,10,18,9,12,16,14,6,13,13,15,12,16,8,9,9,8,12,8,5,8,16,11,9,8,9,9,8,10,8,13,11,12,7,14,18,14,8,10,10,17,14,12,17,12,14,14,17,12,15,16,14,9,19,25,20,22,22,19,19,20,24,21,15,17,20,16,25,19,26,17,19,16,22,22,22,22,17,23,10,17,25,16,13,12,19,10,15,13,15,12,11,11,15,9,14,16,13,21,14,9,7,9,16,10,11,11,10,14,10,10,17,9,15,21,14,10,16,8,9,12,11,7,18,11,11,9,11,11,15,8,9,6,8,5,6,9,8,7,14,3,4,5,14,3,7,3,6,2,4,6,5,1,2,0,3,0,5,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵一丁目,1815,3651,1691,1960,11,13,9,14,13,9,16,12,18,19,18,10,15,15,7,16,20,20,15,14,13,12,14,19,16,17,10,20,12,16,19,15,13,12,9,6,18,18,18,16,14,23,15,16,22,21,24,24,19,26,15,24,23,17,17,30,19,25,13,21,22,25,26,24,16,28,16,22,30,27,25,25,23,24,24,18,34,23,21,17,24,24,16,30,22,36,24,32,28,26,35,36,26,30,27,26,26,43,29,38,26,46,37,27,23,34,35,39,19,24,44,26,21,30,30,27,28,30,19,30,28,25,22,26,18,20,21,12,22,21,15,30,14,19,21,15,17,16,11,21,16,20,14,18,16,20,17,23,18,27,18,17,20,20,10,12,16,20,10,15,7,18,12,16,9,11,9,9,11,15,9,17,12,9,6,10,13,8,2,8,4,13,5,7,2,5,1,7,0,5,1,6,1,5,1,4,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵二丁目,1411,2641,1216,1425,5,6,6,6,5,5,7,14,7,10,12,6,14,12,6,7,15,9,7,8,11,10,9,17,15,8,13,6,10,11,12,7,13,10,15,9,4,14,10,6,7,17,20,17,21,19,18,16,18,26,17,16,24,21,19,24,19,18,19,14,20,17,15,20,14,23,13,21,13,21,13,21,16,17,17,16,12,24,11,16,19,19,18,14,17,14,12,21,20,28,21,18,17,23,17,23,24,32,15,29,14,24,25,29,20,29,22,29,25,30,27,32,17,19,19,22,22,16,19,14,18,19,14,13,17,14,15,12,9,16,14,13,15,13,12,10,9,9,5,10,6,7,11,11,15,8,14,15,9,13,14,22,9,9,5,15,7,11,9,15,9,11,11,3,6,15,7,8,4,10,3,13,9,10,10,8,2,12,2,3,4,5,3,14,2,6,2,8,1,7,0,0,2,1,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
松庵三丁目,2656,4315,1996,2319,19,11,15,14,20,14,8,10,13,12,10,15,10,18,15,10,9,9,10,10,12,12,14,11,9,17,13,8,13,9,17,13,5,18,13,10,13,18,11,14,19,16,18,19,27,42,31,26,35,32,28,31,42,52,27,40,35,43,28,48,33,47,34,32,26,35,33,34,28,33,39,28,33,41,29,38,26,34,37,36,25,30,30,35,38,35,29,36,34,32,37,41,35,42,31,35,43,37,30,49,42,41,33,46,21,40,34,35,44,49,39,30,27,30,34,32,26,27,23,28,33,20,23,18,19,35,22,25,12,16,21,18,16,15,16,15,14,19,22,25,16,21,17,15,20,22,28,25,18,35,22,33,10,12,10,21,15,20,21,18,15,22,16,15,8,17,8,17,13,14,8,13,8,14,9,9,7,7,3,10,4,16,4,5,1,9,4,9,1,7,0,2,0,4,0,3,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前一丁目,956,1757,838,919,6,4,7,3,4,8,9,4,8,7,3,6,3,4,7,6,9,8,6,7,6,9,10,8,4,7,11,4,6,6,10,4,8,5,4,6,9,5,1,7,10,7,15,8,10,10,13,16,19,10,21,8,18,13,16,9,8,12,10,11,10,14,11,11,8,13,12,14,12,16,10,12,10,17,10,14,8,17,13,6,8,10,17,12,16,14,11,17,10,14,11,14,13,13,20,13,13,10,9,18,7,17,9,18,16,13,12,11,13,16,10,13,14,11,13,12,10,11,10,16,8,11,7,10,14,10,12,12,7,11,8,7,6,11,10,10,12,10,15,11,6,11,15,9,4,11,9,13,5,16,9,11,6,6,7,11,5,10,7,5,8,4,4,8,5,7,9,8,3,4,5,7,4,4,2,9,1,1,1,5,2,5,0,4,1,4,0,3,2,4,1,4,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前二丁目,1669,3612,1738,1874,13,14,21,12,19,15,19,14,13,21,18,18,13,26,21,6,20,16,15,23,19,15,15,19,14,14,11,23,9,16,19,24,17,10,17,13,21,16,18,12,15,17,17,23,20,20,26,19,28,25,13,22,17,21,23,26,20,25,13,15,23,26,21,18,19,22,19,34,18,20,22,21,28,18,21,25,25,24,20,22,23,31,21,21,32,29,20,31,25,16,28,32,24,24,19,29,33,27,35,23,22,34,35,32,19,23,27,32,22,23,15,31,31,28,39,41,37,28,26,27,25,30,22,22,31,21,15,24,22,24,20,8,27,17,11,25,23,22,16,27,21,18,16,19,21,14,18,23,21,26,31,20,7,10,11,9,9,12,15,16,11,15,10,14,6,16,10,15,9,12,6,12,3,7,4,7,7,12,2,4,1,9,3,6,3,5,2,5,3,7,1,4,2,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前三丁目,2591,5171,2537,2634,18,20,23,17,17,24,21,22,37,22,22,16,21,21,34,29,27,31,27,23,32,24,25,24,17,30,25,19,33,21,29,16,20,21,30,18,28,17,30,11,18,26,19,15,30,22,20,27,27,26,27,34,17,39,32,28,34,29,39,26,30,32,33,22,36,30,43,38,33,39,32,30,32,43,41,36,47,44,31,56,44,32,34,41,36,34,28,40,45,37,46,44,39,43,41,45,43,44,50,29,48,50,37,40,35,35,50,47,45,34,37,30,33,34,37,38,34,32,29,38,26,29,23,27,25,30,29,36,24,24,22,25,14,27,25,29,23,21,23,29,22,21,26,22,19,30,31,25,29,36,24,29,15,24,21,22,15,21,24,26,17,15,17,31,12,24,11,19,13,24,15,21,10,17,7,21,13,22,10,12,8,11,6,9,2,9,1,6,2,7,0,3,3,7,1,1,0,2,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前四丁目,2311,4578,2199,2379,13,10,15,17,14,8,16,14,22,19,22,14,19,10,22,23,21,12,12,32,14,17,27,24,21,22,17,16,15,25,23,25,26,28,27,15,18,26,35,19,27,23,16,23,32,30,26,28,35,47,41,30,35,32,20,33,23,33,17,20,21,21,27,25,24,24,27,26,30,27,30,36,21,27,30,30,23,37,35,34,31,14,28,31,24,50,18,28,32,37,33,38,48,39,49,45,36,43,44,40,46,47,34,33,34,37,40,50,35,48,39,35,33,24,39,32,42,39,32,32,29,24,25,22,24,26,24,24,21,31,24,23,17,14,24,17,18,20,18,19,15,21,20,14,12,28,21,25,23,21,23,25,13,12,17,17,13,22,21,27,14,27,15,16,14,21,16,18,19,16,6,19,13,17,7,11,8,18,4,19,4,15,6,7,7,7,4,10,2,5,0,1,0,4,2,2,0,1,0,1,0,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
宮前五丁目,2006,3956,1892,2064,11,8,8,18,12,11,13,14,16,12,11,22,13,18,22,14,17,18,15,19,22,24,17,25,15,19,17,21,14,22,20,18,14,16,18,10,12,22,14,23,16,10,20,17,27,22,37,31,26,24,32,27,32,27,25,39,21,43,39,24,18,26,24,31,18,17,36,20,25,29,25,23,25,17,25,26,19,28,28,33,35,28,27,26,27,22,32,35,32,42,28,31,29,26,30,40,21,30,35,42,25,31,33,44,29,31,40,45,32,43,47,36,34,25,39,29,34,31,30,27,14,32,25,22,26,18,18,9,22,17,16,19,14,20,21,21,19,15,19,22,20,14,9,18,22,15,14,18,16,20,15,16,9,12,16,16,14,9,9,11,9,22,10,11,10,19,8,10,10,15,10,15,6,10,7,9,5,14,4,11,5,11,2,8,2,6,4,8,2,5,0,5,1,4,0,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
